QUEST_LV_0400_00000000_000000	UTF-8-DOM問題迴避用
QUEST_LV_0400_20161005_000230	讓自己女兒過這麼不足的生活，心中只有歉意。
QUEST_LV_0400_20161005_000231	正在這一帶搜索尋找造箭者之箭。
QUEST_LV_0400_20161005_000232	有這麼多繭，抽取出來的絲就夠拿來縫補帳篷了。{nl}謝謝你的幫忙。
QUEST_LV_0400_20161005_000233	柯提斯
QUEST_LV_0400_20161005_000234	啊，你就是那位救了瑞爾的旅行者。{nl}這裡幾個青年都捉不住怪物，你竟然一個人就打敗了...
QUEST_LV_0400_20161005_000235	{nl}我還沒介紹我自己呢。{nl}我叫柯提斯。
QUEST_LV_0400_20161005_000236	{nl}我在神樹之日失去了我的家園和家人，而來到此處避難，是在這裡掙扎求生的人之一。{nl}雖然到這裡來避難...但因為這裡的情況，我們的處境並沒有比較好。
QUEST_LV_0400_20161005_000237	{nl}要獲取生活所需的資源並不容易。{nl}難民之間也容易有械鬥、竊盜一類的事情...
QUEST_LV_0400_20161005_000238	{nl}之後雖然建立了紀律，從每天攻擊我們的怪物手中守護難民...
QUEST_LV_0400_20161005_000239	但人手相當不足。{nl}你有著拯救瑞爾的實力，那對我們一定會有相當大的幫助。
QUEST_LV_0400_20161005_000240	{nl}那就不知廉恥地拜託你了。
QUEST_LV_0400_20161005_000241	{nl}這裡有許多人餓肚子。{nl}因為來這避難後所開墾的農耕地被搶走了...
QUEST_LV_0400_20161005_000242	{nl}首先，我們需要可以填補飢餓感的食糧。{nl}請消滅普羅雷比，並取得牠頭上的花。
QUEST_LV_0400_20161005_000243	{nl}好好乾燥的話，可以獲得許多種子。{nl}那些種子可以用來做菜。
QUEST_LV_0400_20161005_000244	此處的怪物飢餓許久，相當殘暴。{nl}如果覺得太危險，就不要勉強，馬上逃跑吧。
QUEST_LV_0400_20161005_000245	有了這些，就有許多人能免受飢餓之苦了。{nl}謝謝你。
QUEST_LV_0400_20161005_000246	雖然現在也會有怪物襲擊，但在不久前，怪物是真的很常進行攻擊。{nl}所以我們圍起了柵欄，並將在避難處發現的武器，分發給年輕的男人們。
QUEST_LV_0400_20161005_000247	{nl}在那之後，怪物進到難民村的情形就減少了許多，不過柵欄的承受力弱，是個問題，{nl}一受怪物攻擊就很容易垮掉。
QUEST_LV_0400_20161005_000248	{nl}所以每次都要這樣加工木頭來修理它，{nl}持續需要柵欄修理用的木材。
QUEST_LV_0400_20161005_000249	請拿著我給你的木材製作道具到沙烏庫斯空地去吧。{nl}到沙烏庫斯空地那可以找到堅固的木材。
QUEST_LV_0400_20161005_000250	{nl}在那邊拿到可用的木材後，使用木材製作道具做出柵欄修理用木材就可以了。
QUEST_LV_0400_20161005_000251	因為沒有製作柵欄的知識，製作出來的柵欄耐受力不足。{nl}怪物們只要一攻擊，就通通毀壞了。
QUEST_LV_0400_20161005_000252	{nl}所以每次都要檢查跟修理。{nl}當然也就一直需要很多木材。
QUEST_LV_0400_20161005_000253	有了這些，應該足夠修理一次了。
QUEST_LV_0400_20161005_000254	現在請將柵欄修理用木材分給青年們，他們會開始修理柵欄。
QUEST_LV_0400_20161005_000255	那麼我就不客氣了。{nl}請幫忙修理眼前的柵欄就行了。
QUEST_LV_0400_20161005_000256	其他的柵欄，我會再請別人來修理。
QUEST_LV_0400_20161005_000257	修理柵欄是我們自己就能做到的事...{nl}沒想到你會這麼大力地幫助我們。
QUEST_LV_0400_20161005_000258	米雪勘森林一入夜就相當寒冷。{nl}如果不緊緊裹著棉被睡覺的話，可是會被凍傷的。
QUEST_LV_0400_20161005_000259	{nl}所以需要許多加進普羅倫皮革的衣物和寢具。{nl}不過，我們很難捕捉到普羅倫。
QUEST_LV_0400_20161005_000260	這裡一到晚上，就會把人凍得身體瑟瑟發抖。
QUEST_LV_0400_20161005_000261	有了這麼多，這裡的難民可以不用再擔心酷寒了。
QUEST_LV_0400_20161005_000262	其實這裡最可惜的就是水源問題。{nl}雖然我們四處挖了水井要汲水...
QUEST_LV_0400_20161005_000263	{nl}但白木的毒性滲進地下水中，我們無法直接飲用，{nl}都是先過濾過才作使用。
QUEST_LV_0400_20161005_000264	{nl}過濾水的時候需要一種名為蘭杜林的草。
QUEST_LV_0400_20161005_000265	我給你一瓶水。{nl}蘭杜林草長在地底，不容易看見。
QUEST_LV_0400_20161005_000266	{nl}但只要跟這裡尚未淨化的水接觸，就會發出黃色的光芒。{nl}將水灑在地上，在黃光出現的地方，把泥土去掉，就能看到蘭杜林草了。
QUEST_LV_0400_20161005_000267	在我們什麼都不知道的時候，人們喝了水之後，引起劇烈的腹痛。{nl}當時的藥師亞巫雷爾斯將淨化水的方法教給大家。
QUEST_LV_0400_20161005_000268	沒錯，{nl}你拿來的這個就是蘭杜林草。
QUEST_LV_0400_20161005_000269	{nl}有了這些，我們就有好一陣子的乾淨水源可以喝了。
QUEST_LV_0400_20161005_000270	我剛剛有跟你敘述過關於我們農耕地的事情。{nl}我們就是利用這裡的纜車，在拉賽堤空地邊上開墾了農耕地。
QUEST_LV_0400_20161005_000271	{nl}雖然離村子稍遠，但那裡陽光充足，土質又柔軟。{nl}不過，我們只能利用老舊的纜車來移動，因此必須一直修理纜車。
QUEST_LV_0400_20161005_000272	{nl}我們為了因應不時之需，另外將材料布袋放在不起眼的地方。{nl}可是怪物們好像誤以為那是糧食，就全部偷走了。
QUEST_LV_0400_20161005_000273	是不是因為怪物們太餓了？{nl}連不是食糧的東西都拿走...
QUEST_LV_0400_20161005_000274	啊，是。{nl}是那些布袋沒錯。
QUEST_LV_0400_20161005_000275	現在已經做好準備可以隨時修理纜車了，不過有一點小問題。{nl}帕貝凱利亞農耕地一開墾完畢，怪物就出現了。
QUEST_LV_0400_20161005_000276	{nl}那個地方如同我們的命脈，{nl}怪物要是長時間佔領該地，這裡的人就只能在飢餓中掙扎了。
QUEST_LV_0400_20161005_000277	{nl}所以我正在召集能夠驅趕農耕地怪物的年輕男性們。
QUEST_LV_0400_20161005_000278	我認為這不是光靠一兩個人就能解決的事，所以正在募集人力...{nl}觀察你這段時間的幫忙，我想如果是你，一定可以輕鬆做到。
QUEST_LV_0400_20161005_000279	{nl}從拉賽堤空地搭乘纜車到對面去，就能抵達帕貝凱利亞農耕地。
QUEST_LV_0400_20161005_000280	瑞爾...瑞爾在嗎？{nl}到底跑去哪裡了...{nl}一直交待她不要跑到難民村外面去的...
QUEST_LV_0400_20161005_000281	如果你有看到頭髮紮兩邊，頭上有戴頭巾的女孩子，請將她帶來這裡。
QUEST_LV_0400_20161005_000282	我在找一個頭上有頭巾，且將頭髮紮成兩邊的女孩子，{nl}她的名字叫做瑞爾。你有見到她嗎？
QUEST_LV_0400_20161005_000283	如果你找到她，請把她帶來我這邊。{nl}
QUEST_LV_0400_20161005_000284	原本帕貝凱利亞農耕地只是塊什麼都沒有的荒地，{nl}那裡沒什麼怪物，土地日照充足，看起來是個農耕的好地方。
QUEST_LV_0400_20161005_000285	{nl}所以我們開始在那邊耕種，不知不覺那些作物也長得很好。{nl}不過，怪物們大概是發現有東西吃了，就湧進農耕地，把地給搶走了...
QUEST_LV_0400_20161005_000286	托你的福，我們才能再次恢復農耕作業。{nl}你應該無法一直跟我們待在一起吧？
QUEST_LV_0400_20161005_000287	{nl}在離開之前，先去見見難民們再走吧...{nl}他們應該有很多話想對你說。
QUEST_LV_0400_20161005_000288	你說這地方的難民的苦衷都聽過了？
QUEST_LV_0400_20161005_000289	{nl}你大概會感受到他們的無奈，{nl}感覺得到有一群人，在這個地方不安的生活著。
QUEST_LV_0400_20161005_000290	{nl}有幾個人告訴我，他們不懂這問題的嚴重性，但我比任何人都還要清楚，{nl}如果無法從別處獲得物資支援，這裡的生活就會無止盡地碰壁。
QUEST_LV_0400_20161005_000291	{nl}而且，身為一個長輩，沒能讓孩子們看見更廣闊的世界，我也覺得很對不起他們。{nl}所以我也不是沒想過離開這裡，並移動到他處的方案。
QUEST_LV_0400_20161005_000292	{nl}但是我們現在不知道大森林地帶位在何處，可能會在移動的路途中不斷徘徊。{nl}食量不夠支撐我們到找到適合定居的地方，怪物的威脅也是一大問題。
QUEST_LV_0400_20161005_000293	真的嗎？
QUEST_LV_0400_20161005_000294	{nl}那我就拜託你了，{nl}可以的話，請盡量前往大都市尋求幫助吧。
QUEST_LV_0400_20161005_000295	原來有難民處在接收不到資源的困境之中啊。{nl}我會去向米雪勘森林附近的領主們請求協助，請他們幫幫難民。
QUEST_LV_0400_20161005_000296	事情怎麼樣了？{nl}有都市願意支援我們嗎？
QUEST_LV_0400_20161005_000297	柯拉佩達的騎士團長說要為我們取得米雪勘森林周遭領主的幫助？{nl}這真的是我很想聽到的話。
QUEST_LV_0400_20161005_000298	{nl}謝謝你為了我們這麼盡心盡力。
QUEST_LV_0400_20161005_000299	我會請米雪勘森林周邊的領主協助幫忙難民的，{nl}盡量不讓他們等太久。
QUEST_LV_0400_20161005_000300	亞烏雷斯
QUEST_LV_0400_20161005_000301	我每天每天都會想起神樹之日以前，曾經歌舞昇平的那些日子。{nl}和我妻子一起吃的馬鈴薯餃的味道，比任何食物都還要美味...
QUEST_LV_0400_20161005_000302	神樹之日時，有巨大的木頭枝幹鋪壓垮房子，讓我失去了我妻子，{nl}沒能為我妻子好好善後，一個人苟活，我真的對我自己很失望。
QUEST_LV_0400_20161005_000303	阿爾雷克斯
QUEST_LV_0400_20161005_000304	我也跟柯提斯叔叔一樣害怕被怪物攻擊。
QUEST_LV_0400_20161005_000305	{nl}不久之前，叔叔在驅逐入侵村子的怪物時，被怪物攻擊，{nl}他受了重傷痛苦的樣子，我到現在還歷歷在目。
QUEST_LV_0400_20161005_000306	要是沒有神樹之日，我應該是跟我最愛的戀人結婚，幸福快樂地過著日子的...
QUEST_LV_0400_20161005_000307	威欽斯
QUEST_LV_0400_20161005_000308	剛來到這裡的時候，{nl}瓦兒塔斯曾經為了妻子小孩，而竊取別人的東西。
QUEST_LV_0400_20161005_000309	{nl}瓦兒塔斯從前是個樂善好施的人...{nl}看了他那個樣子，我瞭解到人是會被情勢所改變。
QUEST_LV_0400_20161005_000310	我大概可以理解瓦兒塔斯為什麼要拿走別人的物品。
QUEST_LV_0400_20161005_000311	{nl}當時伊瓦特夫人剛生完小孩，{nl}但沒有東西可以吃，因此伊瓦特也無法分泌母乳。
QUEST_LV_0400_20161005_000312	{nl}站在丈夫瓦兒塔斯立場，為了產婦與嬰兒，當然會需要更多的糧食。
QUEST_LV_0400_20161005_000313	米由斯
QUEST_LV_0400_20161005_000314	避難處的大家都很感謝柯提斯叔叔和亞巫雷爾斯叔叔，還有聶格思。{nl}因為有他們，我們在這裡的生活才得以維持到這個程度。
QUEST_LV_0400_20161005_000315	雖然生活有稍稍好轉一些，但還是相當艱苦。{nl}如果沒有受到有力之士幫助，是無法改善的。
QUEST_LV_0400_20161005_000316	瑞爾
QUEST_LV_0400_20161005_000317	媽媽她...怕我冷，把棉被都給我蓋了。{nl}所以才會感冒的...每天都在咳嗽...
QUEST_LV_0400_20161005_000318	{nl}只要縫好帳篷，冷風就比較不會灌進來，所以我才出去尋找可以用來縫補的絲線。{nl}我在村子裡找過了，但沒有可供使用的絲線。
QUEST_LV_0400_20161005_000319	{nl}柯提斯叔叔說這邊再往上走，會有飛蛾在草地上作繭，{nl}拿那些繭來燙過，就能抽取出相當強韌的絲線。
QUEST_LV_0400_20161005_000320	我沒辦法告訴我媽媽...{nl}如果告訴她我要出來找絲線，她一定不會讓我出來的...
QUEST_LV_0400_20161005_000321	{nl}但是這也不是明智的決定...{nl}要是我有個萬一，媽媽一定會很傷心...
QUEST_LV_0400_20161005_000322	到這裡來之後，媽媽每天晚上都會做惡夢。{nl}睡覺的時候一直喊著爸爸的名字，要他不要走。
QUEST_LV_0400_20161005_000323	{nl}接著就會哭著醒過來。{nl}看媽媽這樣子，我心真的很痛。
QUEST_LV_0400_20161005_000324	我還記得媽媽跟爸爸一起坐在餐桌前吃著馬鈴薯餃的時候，{nl}讓人垂涎的餃子香...
QUEST_LV_0400_20161005_000325	{nl}父母親對著從遠處回來的孩子喊著「吃飯了」的聲音...{nl}雖然硬梆梆的，但一坐下就讓人感到安心舒適的餐桌椅子...
QUEST_LV_0400_20161005_000326	剛到這個地方的時候，真的所有一切都很茫然。{nl}所有人都很疲倦，沒有生活所需的用品，還有怪物在威脅著我們的生命安全...
QUEST_LV_0400_20161005_000327	{nl}我們能從那種生活進展到現在這個樣子，全多虧了亞巫雷爾斯的行動。
QUEST_LV_0400_20161005_000328	{nl}在食物相當稀少的時候，曾經發生糧食遭竊的事件。{nl}包含我在內，有幾個受害者。
QUEST_LV_0400_20161005_000329	{nl}受害者們摩拳擦掌地要找出犯人，我也不想要放過犯人。{nl}當知道瓦兒塔斯就是犯人的時候，受害者們都想要揍他。
QUEST_LV_0400_20161005_000330	{nl}那個時候亞巫雷爾斯拿出自己的糧食，庇護了瓦兒塔斯，{nl}並說著，如果自己的孩子沒有奶可以喝，任誰都會這樣做的...
QUEST_LV_0400_20161005_000331	{nl}接著又說，越是困難的時候，大家更應該合力克服困境，說服了大家。{nl}在他的舉動與言語薰陶之下，大家感到無限地慚愧...卻也清醒了過來。
QUEST_LV_0400_20161005_000332	{nl}大家都領悟到，在困境中只顧著守住自己的東西，是無法改善狀況的，{nl}因此，為了克服困境，大家開始合力行動。
QUEST_LV_0400_20161005_000333	{nl}這樣子行動的結果就是，雖然不豐足，但狀況卻也漸漸好轉。{nl}當時亞巫雷爾斯要是沒有出來說話，這裡說不定就沒有人住了。
QUEST_LV_0400_20161005_000334	如果沒有像聶格思這樣勇猛積極的青年，就沒有人守護這個地方不受怪物侵擾，{nl}親手建築柵欄，找出武器的也是聶格思。
QUEST_LV_0400_20161005_000335	奈格爾斯
QUEST_LV_0400_20161005_000336	因為有柯提斯叔叔，我們才能一直在這裡生活到現在。
QUEST_LV_0400_20161005_000337	看著柯提斯叔叔為大家奔波的樣子，我在想自己有沒有什麼能做的，{nl}所以一直思考要拿威脅村子的怪物們怎麼辦。
QUEST_LV_0400_20161005_000338	{nl}然後我就試著去尋找這周遭有沒有什麼可以用來當武器的東西。{nl}令人驚訝的是，我發現一個一邊角落已經塌陷的類似倉庫的地方...在那裡面有槍。
QUEST_LV_0400_20161005_000339	{nl}我把槍分給了年輕人們，讓他們保護這個村子，{nl}並且建了柵欄，讓怪物無法輕易進入。
QUEST_LV_0400_20161005_000340	{nl}不過製作柵欄的材料不足，柵欄只能做得很不結實，{nl}但還是有效果的！
QUEST_LV_0400_20161005_000341	慧樂斯
QUEST_LV_0400_20161005_000342	雖然這地方的生活已經比過去好很多了，但仍然無法放心。{nl}如果沒有獲得幫忙，這樣的生活也是會達到極限的。
QUEST_LV_0400_20161005_000343	我想到外面去尋求其他村子的幫助，卻沒辦法這麼做。{nl}除了怪物的威脅之外，最大的問題就是糧食。
QUEST_LV_0400_20161005_000344	{nl}因為我們完全無法估計我們有多深入大森林地帶裡，{nl}便無法知道要帶幾天的糧食，才能夠安全抵達其他村子。
QUEST_LV_0400_20161005_000345	得雷絲
QUEST_LV_0400_20161005_000346	農耕地又被怪物給奪走，使得糧食無法好好分配。{nl}想從怪物手中奪回農耕地，也做不到。
QUEST_LV_0400_20161005_000347	如果不拿回農耕地，一定會因為糧食而產生紛爭的。
